idx,qa_key,question,question_type,baseline_label,raw_memory_count,suspected_counterevidence_count,top_suspicion_score,top_suspected_reason
147,1:59:1,"Did Martin Mark express a preference for traditional herbal teas over potent health beverages on Oct 24, 2034?",Memory Conflict,omission,20,7,9,"shared topic/object tokens: health; shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing; weak preference contrast"
148,1:59:2,"What is Martin Mark's middle name as of October 24, 2034?",Memory Boundary,correct,20,5,6,shared topic/object tokens: name; shared entity/name anchor; temporal/update cues overlap with question timing
149,1:59:3,"Based on Martin Mark's recent shift in beverage preference, what new dietary habits might he adopt after Oct 24, 2034?",Generalization & Application,omission,20,3,7,shared topic/object tokens: new; shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
150,1:60:1,"What music genres did Martin Mark's preferences shift to on Jan 26, 2035?",Basic Fact Recall,omission,20,5,6,shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
151,1:60:2,"What new music genre might Martin explore next based on his current preferences as of Jan 26, 2035?",Generalization & Application,hallucination,20,3,6,"shared topic/object tokens: current, new; shared entity/name anchor; temporal/update cues overlap with question timing"
152,1:60:3,"Did Martin Mark express a preference for ambient music over jazz on Jan 26, 2035?",Memory Conflict,omission,20,5,9,"shared topic/object tokens: ambient, jazz, music; negation/contrast cues: avoids, dislikes; temporal/update cues overlap with question timing; weak preference contrast"
153,1:63:1,What is Martin Mark's middle name?,Memory Boundary,correct,20,1,4,"shared entity/name anchor; negation/contrast cues: no, retired"
154,1:63:2,"Did Martin Mark decide to avoid stylish athletic wear after May 01, 2035?",Memory Conflict,omission,20,7,11,"shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing; possible preference polarity reversal"
155,1:63:3,What type of clothing might Martin prefer for a new fitness class starting on 2035-05-15?,Generalization & Application,correct,20,4,6,"shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing"
156,1:64:1,"Did Martin Mark express disinterest in integrating insights from a study on feline communication into his pet preferences on Aug 03, 2035?",Memory Conflict,omission,20,4,11,"shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing; possible preference polarity reversal"
157,1:64:2,"What is Martin Mark's middle name as of Aug 03, 2035?",Memory Boundary,correct,20,4,6,shared topic/object tokens: name; shared entity/name anchor; temporal/update cues overlap with question timing
158,1:64:3,"What was Martin Mark's exact salary on Aug 03, 2035?",Memory Boundary,correct,20,4,6,shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
159,1:65:1,"What is Martin Mark's current employment status as of September 15, 2035?",Dynamic Update,omission,20,6,6,shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
160,1:65:2,Did Martin launch his Global Health Initiative in May 2035?,Memory Conflict,omission,20,3,7,"shared topic/object tokens: global, health, initiative; possible event completion vs plan/alternative contrast"
161,1:65:3,"Based on Martin's experiences, what strategy might he use to expand his Global Health Initiative in 2036?",Generalization & Application,correct,20,1,5,"shared topic/object tokens: health; shared entity/name anchor; negation/contrast cues: no, retired"
162,1:65:4,How might Martin's family background influence his future decisions in healthcare initiatives?,Generalization & Application,correct,20,1,6,"shared topic/object tokens: background, family; shared entity/name anchor; negation/contrast cues: no, retired"
163,1:65:5,"What was Martin Mark's employment status on Feb 15, 2035?",Basic Fact Recall,omission,20,4,6,shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing
165,2:1:2,What is Johnson Joseph's major in Mechanical Engineering as of 2025-09-04?,Memory Conflict,hallucination,19,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
166,2:1:3,What is Johnson Joseph's life goal in the technology sector as of 2025-09-04?,Memory Conflict,correct,19,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
168,2:2:2,"What is Johnson Joseph's job title as of September 5, 2025?",Basic Fact Recall,correct,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
169,2:2:3,"What is Johnson Joseph's blood type as of Sep 05, 2025?",Memory Boundary,correct,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
171,2:3:2,"What is Johnson Joseph's middle name as of Sep 06, 2025?",Memory Boundary,correct,20,4,6,shared topic/object tokens: name; shared entity/name anchor; temporal/update cues overlap with question timing
175,2:6:3,"Did Johnson Joseph's fear of snakes increase after attending the seminar on Apr 09, 2026?",Memory Conflict,omission,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
176,2:9:1,"Did Johnson Joseph's monthly income increase from 3500 yuan to 4500 yuan after his promotion on Dec 21, 2025?",Memory Conflict,hallucination,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
177,2:9:2,"Did Johnson Joseph's Albi B&B host over 10,000 guests by Jun 21, 2026?",Memory Conflict,omission,20,8,12,"shared topic/object tokens: albi; shared entity/name anchor; negation/contrast cues: avoids, does not, not; weak preference contrast; possible event completion vs plan/alternative contrast"
178,2:9:3,"How did Johnson Joseph's promotion impact his career and finances after Dec 21, 2025?",Multi-hop Inference,omission,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
179,2:9:4,"What strategies did Johnson Joseph implement to host over 5,000 guests by Jun 21, 2026?",Multi-hop Inference,omission,20,7,10,"shared topic/object tokens: 000, guest, host, over; weak preference contrast; possible event completion vs plan/alternative contrast"
180,2:9:5,"What role did community support play in Johnson Joseph's career progress by Apr 15, 2026?",Multi-hop Inference,omission,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
181,2:9:6,"What strategies might Johnson Joseph use to achieve his goal of hosting 10,000 guests annually at Albi B&B by the end of 2026?",Generalization & Application,correct,20,1,6,"shared topic/object tokens: albi; shared entity/name anchor; negation/contrast cues: avoids, does not, not"
183,2:10:2,"Did Johnson Joseph continue to dislike golf after his outing on Oct 14, 2026?",Memory Conflict,omission,20,5,6,"shared topic/object tokens: golf; negation/contrast cues: avoids, does not, not; weak preference contrast"
184,2:10:3,"How might Johnson Joseph's enjoyment of golf influence his approach to organizing community events at Albi B&B after Oct 14, 2026?",Generalization & Application,hallucination,20,5,7,"shared topic/object tokens: albi, golf; shared entity/name anchor; negation/contrast cues: avoids, does not, not"
185,2:11:1,"What is Johnson Joseph's movie preference as of April 19, 2027?",Basic Fact Recall,hallucination,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
187,2:11:3,"What was Johnson Joseph's favorite horror film before his preference changed on April 19, 2027?",Memory Boundary,omission,20,5,5,shared entity/name anchor; temporal/update cues overlap with question timing
188,2:15:1,Did Johnson Joseph lose interest in strategy-based games after his layoff in August 2027?,Memory Conflict,hallucination,20,5,5,shared entity/name anchor; temporal/update cues overlap with question timing
189,2:15:2,"Based on Johnson Joseph's interest in strategy games, what new leisure activity might he enjoy in November 2027?",Generalization & Application,correct,20,3,6,"shared topic/object tokens: enjoy; negation/contrast cues: avoids, does not, not; weak preference contrast"
194,2:16:4,What influenced Johnson Joseph's drive to create memorable experiences for guests after his layoff?,Multi-hop Inference,correct,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
195,2:16:5,"What was Johnson Joseph's employment status on August 22, 2027?",Basic Fact Recall,hallucination,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
196,2:16:6,What strategy did Johnson Joseph plan to use for maintaining his social media presence after the layoff?,Basic Fact Recall,omission,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
197,2:16:7,"What specific event led to Johnson Joseph's layoff on August 22, 2027?",Basic Fact Recall,omission,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
198,2:17:1,Did Johnson Joseph decide to avoid fantasy novels after attending the literary festival on 2028-04-28?,Memory Conflict,omission,20,8,6,"shared topic/object tokens: avoid, fantasy, novel; negation/contrast cues: avoids; weak preference contrast"
199,2:17:2,"What is Johnson Joseph's stance on fantasy novels as of April 28, 2028?",Basic Fact Recall,hallucination,20,4,5,shared entity/name anchor; temporal/update cues overlap with question timing
201,2:18:1,"What type of music does Johnson Joseph now like as of Nov 02, 2028?",Basic Fact Recall,hallucination,20,6,5,"shared topic/object tokens: music; negation/contrast cues: avoids, dislikes; weak preference contrast"
202,2:18:2,"What is Johnson Joseph's middle name as of Nov 02, 2028?",Memory Boundary,correct,20,4,6,shared topic/object tokens: name; shared entity/name anchor; temporal/update cues overlap with question timing
203,2:18:3,"Did Johnson Joseph express a dislike for classical music during the gathering on Nov 02, 2028?",Memory Conflict,omission,20,5,5,"shared topic/object tokens: music; negation/contrast cues: avoids, dislikes; weak preference contrast"
