idx,qa_key,question,question_type,baseline_label,r3a_triggered,memory_index,memory_text,topic_overlap_score,negation_or_contrast_score,temporal_conflict_score,preference_reversal_score,event_denial_score,total_suspicion_score,suspected_reason,r3a_rejected_reason_if_available,priority_group,manual_has_retrieved_counterevidence,manual_counterevidence_label,manual_should_r3a_trigger,manual_failure_source,manual_notes
1553,9:49:3,"Did Jennifer Martin continue to dislike fish as pets after her aquarium visit on Sep 12, 2033?",Memory Conflict,omission,False,1,"User avoids high‑maintenance pets because of a busy schedule, does not like reptiles as they are hard to connect with emotionally, dislikes birds due to noise and cage cleaning, prefers cats for their independence, low maintenance, companionship, and relaxation benefits, and avoids fish because aquarium upkeep is time‑consuming and they prefer more interactive pets.",3,4,0,2,0,9,"shared topic/object tokens: aquarium, fish, pet; negation/contrast cues: avoids, dislikes, does not, not; weak preference contrast",not_refuting,P1_memory_conflict_omission_untriggered_suspected,,,,,
2138,13:23:2,"Did Sharon Brown express a preference for road trips across Canada over international travel on March 15, 2029?",Memory Conflict,omission,False,1,"User likes nature retreats for peace and tranquility and enjoys road trips across Canada to explore diverse landscapes and reconnect with their roots, while disliking cruises that limit active, flexible travel experiences.",7,0,0,2,0,9,"shared topic/object tokens: acros, canada, road, travel, trip; shared entity/name anchor; weak preference contrast",not_refuting,P1_memory_conflict_omission_untriggered_suspected,,,,,
2295,14:21:3,"Did Williams Daniel decide to include 1920s jazz in his film projects on Aug 04, 2028?",Memory Conflict,omission,False,7,"User admits he has not explored new hobbies recently, devoting his energy to film projects and maintaining high standards of historical accuracy.",2,1,2,0,4,9,"shared topic/object tokens: film, project; negation/contrast cues: not; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
2865,17:55:2,"Did Donald Smith choose chocolate cake over fruit platters for post-event treats on Feb 25, 2036?",Memory Conflict,omission,False,1,"User enjoys roast chicken, recalling family gatherings discussing his relative's achievements; he also likes fresh salads for energy during campaign days and chocolate cake as a treat after successful events, but avoids spicy curry because its intense flavors distract from important conversations.",4,1,2,2,0,9,"shared topic/object tokens: cake, chocolate, event, treat; negation/contrast cues: avoids; temporal/update cues overlap with question timing; weak preference contrast",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
3398,20:40:1,"Did Christopher decide to avoid first-person shooters at the gaming expo on August 21, 2031?",Memory Conflict,omission,False,4,"User likes puzzle games for mental challenge and relaxation, word games for vocabulary building, and board games for socializing with friends and family, while disliking first‑person shooters because of their violent nature, preferring peaceful, mentally stimulating games.",4,0,0,5,0,9,"shared topic/object tokens: first, gam, person, shooter; possible preference polarity reversal",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
60,1:23:2,"Did Martin express a preference for solo gaming over multiplayer puzzle games on Aug 08, 2028?",Memory Conflict,omission,False,6,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",2,2,2,2,0,8,"shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing; weak preference contrast",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
74,1:30:4,Did Martin's promotion to Senior Director at Huaxin Consulting occur after June 2029?,Memory Conflict,omission,False,2,"User is employed as a director at Huaxin Consulting in the healthcare industry, earning a monthly income of 15,700 USD and holding 43,700 USD in savings as of September 5, 2025",5,1,2,0,0,8,"shared topic/object tokens: consult, director, huaxin; shared entity/name anchor; negation/contrast cues: employed; temporal/update cues overlap with question timing",premise_anchor_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
135,1:55:1,"Did Martin Mark express disinterest in socially conscious rap music on October 11, 2033?",Memory Conflict,omission,False,3,"User dislikes heavy metal as it feels too chaotic, preferring soothing and harmonious music; he likes classical music for relaxation and focus, creating a peaceful atmosphere; he enjoys jazz for its improvisational style that stimulates creativity; he avoids rap music because it often feels too aggressive, preferring genres that promote positivity; he likes ambient music for unwinding after a busy day, helping him relax and recharge.",2,2,2,2,0,8,"shared topic/object tokens: music, rap; negation/contrast cues: avoids, dislikes; temporal/update cues overlap with question timing; weak preference contrast",not_refuting,P1_memory_conflict_omission_untriggered_suspected,,,,,
152,1:60:3,"Did Martin Mark express a preference for ambient music over jazz on Jan 26, 2035?",Memory Conflict,omission,False,7,"User’s parents are both alive, have no spouse or partner, and have no children; his father, born August 2, 1963, is a retired doctor who inspired Martin’s interest in health, while his mother, also born August 2, 1963, is a nurse passionate about community health, and the family’s medical background deeply influences Martin’s passion for promoting well‑being.",2,2,2,2,0,8,"shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing; weak preference contrast",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
244,2:38:1,"Did Johnson Joseph decide against offering guided hiking tours at Albi B&B on Dec 21, 2033?",Memory Conflict,omission,False,4,"User plans to expand Albi B&B to new locations while incorporating wellness‑focused guest experiences, such as guided mindfulness sessions, yoga, and meditation retreats, to create unforgettable stays.",4,0,0,0,4,8,"shared topic/object tokens: albi, guid; shared entity/name anchor; possible event completion vs plan/alternative contrast",temporal_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
258,2:40:1,"Did Johnson Joseph express dislike for fantasy films during the movie night on June 26, 2034?",Memory Conflict,omission,False,1,"User prefers documentaries for cultural and historical insight, comedies to unwind after managing the B&B, and romantic dramas for inspiring, emotional stories, while disliking horror films that cause anxiety and science‑fiction movies that feel too far‑fetched.",1,0,2,5,0,8,shared topic/object tokens: film; temporal/update cues overlap with question timing; possible preference polarity reversal,premise_anchor_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
326,2:68:5,"Did Johnson Joseph decide to leave the hospitality industry entirely after June 21, 2041?",Memory Conflict,omission,False,6,"User plans to use AI‑generated content to update his social media, aiming to signal his continued commitment to the hospitality industry during this transition (August 2027).",2,0,2,0,4,8,"shared topic/object tokens: hospitality, industry; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast",premise_anchor_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
446,3:35:1,"Did Donald Brown decide to stop participating in endurance events after the half-marathon on Sep 04, 2031?",Memory Conflict,omission,False,7,Donald intends to attend conferences and networking events related to technology and accessibility as a strategy to meet potential collaborators.,4,0,0,0,4,8,"shared topic/object tokens: donald, event; shared entity/name anchor; possible event completion vs plan/alternative contrast",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
446,3:35:1,"Did Donald Brown decide to stop participating in endurance events after the half-marathon on Sep 04, 2031?",Memory Conflict,omission,False,13,"Donald plans to weave mindfulness and cultural understanding into his daily routine, intending to practice meditation and read about different cultures regularly.",3,1,0,0,4,8,shared topic/object tokens: donald; shared entity/name anchor; negation/contrast cues: different; possible event completion vs plan/alternative contrast,slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
509,3:59:2,"Did Donald Brown express a preference for cultural immersion trips on Nov 26, 2035?",Memory Conflict,omission,False,1,Donald is considering nature retreats and cultural immersion trips as activities that align with his interests and can further enhance his well‑being after retirement.,6,0,2,0,0,8,"shared topic/object tokens: cultural, donald, immersion, trip; shared entity/name anchor; temporal/update cues overlap with question timing",slot_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
1233,7:74:1,"Did Taylor David express disinterest in using games for children's nutrition education on Sep 04, 2042?",Memory Conflict,omission,False,13,"User transitioned from being Founder and CEO of Taylor's Nutrition Consultancy to a Hospital Nutrition Specialist position at City Children's Hospital, moving from entrepreneurship to a structured hospital environment.",4,1,3,0,0,8,"shared topic/object tokens: children', nutrition; shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing",object_specificity_mismatch,P1_memory_conflict_omission_untriggered_suspected,,,,,
